,symbol,tradingdate,tradingtime,precloseprice,openprice,highprice,lowprice,lastprice,tradestatus,selllevelno,sellprice10,sellprice09,sellprice08,sellprice07,sellprice06,sellprice05,sellprice04,sellprice03,sellprice02,sellprice01,buyprice01,buyprice02,buyprice03,buyprice04,buyprice05,buyprice06,buyprice07,buyprice08,buyprice09,buyprice10,buylevelno,sellvolume10,sellvolume09,sellvolume08,sellvolume07,sellvolume06,sellvolume05,sellvolume04,sellvolume03,sellvolume02,sellvolume01,buyvolume01,buyvolume02,buyvolume03,buyvolume04,buyvolume05,buyvolume06,buyvolume07,buyvolume08,buyvolume09,buyvolume10,totalno,totalvolume,totalamount,totalbuyordervolume,wtavgbuyprice,bondwtavgbuyprice,totalsellordervolume,wtavgsellprice,bondwtavgsellprice,iopv,ytm,unix,market,closeprice,totalbuyorderno01,totalbuyorderno02,totalbuyorderno03,totalbuyorderno04,totalbuyorderno05,totalbuyorderno06,totalbuyorderno07,totalbuyorderno08,totalbuyorderno09,totalbuyorderno10,totalsellorderno01,totalsellorderno02,totalsellorderno03,totalsellorderno04,totalsellorderno05,totalsellorderno06,totalsellorderno07,totalsellorderno08,totalsellorderno09,totalsellorderno10,etfbuyno,etfbuyvolume,etfbuyamount,etfsellno,etfsellvolume,etfsellamount,withdrawbuyno,withdrawbuyvolume,withdrawbuyamount,withdrawsellno,withdrawsellvolume,withdrawsellamount,totalbuyno,totalsellno,maxbuyduration,maxsellduration,buyorderno,sellorderno,securityid,d_datadate
0,603605,20201110,2020-11-10 09:15:05,183.97,0.0,0.0,0.0,0.0,OCALL,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.44,180.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1604970905000,SSE,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,-1,-1,0,0,201004177278,20201110
1,603605,20201110,2020-11-10 09:15:08,183.97,0.0,0.0,0.0,0.0,OCALL,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3200.0,3000.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1604970908000,SSE,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,-1,-1,0,0,201004177278,20201110
2,603605,20201110,2020-11-10 09:15:11,183.97,0.0,0.0,0.0,0.0,OCALL,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1604970911000,SSE,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,-1,-1,0,0,201004177278,20201110
3,603605,20201110,2020-11-10 09:15:17,183.97,0.0,0.0,0.0,0.0,OCALL,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,4800.0,4800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1604970917000,SSE,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,-1,-1,0,0,201004177278,20201110
4,603605,20201110,2020-11-10 09:15:32,183.97,0.0,0.0,0.0,0.0,OCALL,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,5200.0,5200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1604970932000,SSE,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,-1,-1,0,0,201004177278,20201110
5,603605,20201110,2020-11-10 09:15:41,183.97,0.0,0.0,0.0,0.0,OCALL,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,5200.0,5200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1604970941000,SSE,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,-1,-1,0,0,201004177278,20201110
6,603605,20201110,2020-11-10 09:15:44,183.97,0.0,0.0,0.0,0.0,OCALL,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,5200.0,5200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1604970944000,SSE,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,-1,-1,0,0,201004177278,20201110
7,603605,20201110,2020-11-10 09:16:14,183.97,0.0,0.0,0.0,0.0,OCALL,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,5200.0,5200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1604970974000,SSE,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,-1,-1,0,0,201004177278,20201110
8,603605,20201110,2020-11-10 09:16:17,183.97,0.0,0.0,0.0,0.0,OCALL,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2200.0,5200.0,5200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1604970977000,SSE,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,-1,-1,0,0,201004177278,20201110
9,603605,20201110,2020-11-10 09:16:26,183.97,0.0,0.0,0.0,0.0,OCALL,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,5500.0,5500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1604970986000,SSE,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,-1,-1,0,0,201004177278,20201110
